u,v,embeddedness
78.26,Wbm1058,76
78.26,Ian.thomson,67
78.26,Yamaguchi.E5.85.88.E7.94.9F,58
78.26,Biblioworm,81
78.26,Vanjagenije,71
78.26,BethNaught,129
78.26,Samtar (page does not exist),17
78.26,Liz,79
78.26,Jianhui67,76
78.26,Happysquirrel,8
78.26,SSTflyer,13
78.26,Rubbish computer,19
78.26,Blackhat999,1
78.26,Jim Carter,9
78.26,Wikiisawesome,1
78.26,APerson,9
78.26,Aparslet,8
78.26,IJBall,27
78.26,Peacemaker67,98
78.26,Eteethan,0
78.26,Davey2010,78
78.26,Kharkiv07,18
78.26,EurovisionNim (page does not exist),21
78.26,Donner60,81
78.26,78.26,225
78.26,Vanamonde93,76
78.26,Taketa,6
78.26,Valenciano,8
78.26,Eman235,3
78.26,MurderByDeadcopy,7
78.26,ToonLucas22,6
78.26,RickinBaltimore,78
78.26,Chiswick Chap,2
78.26,Scott,1
78.26,Noyster,16
78.26,Ivanvector,95
78.26,Etamni,7
78.26,SchreiberBike,30
78.26,I am One of Many,75
78.26,Vesuvius Dogg,11
78.26,Epicgenius,63
78.26,Dat GuyWiki,0
78.26,Andrew Davidson,20
78.26,In actu,4
78.26,"Eat me, I'm an azuki",5
78.26,K6ka,89
78.26,Hillbillyholiday,2
78.26,Slightsmile,2
78.26,Datbubblegumdoe,4
78.26,John Cline,27
78.26,333-blue,8
78.26,Kennethaw88,28
78.26,Onel5969,15
78.26,Yash! (page does not exist),17
78.26,Grind24,2
78.26,Cyclonebiskit,58
78.26,L235,68
78.26,L235/siginfo,11
78.26,Ejgreen77,21
78.26,Loriendrew,14
78.26,PamD,2
78.26,Class455fan1,5
78.26,Thewolfchild,5
78.26,I dream of horses,1
78.26,Anne Delong,8
78.26,Prcc27,0
78.26,QEDK,7
78.26,Jo-Jo Eumerus,13
78.26,Sam Sailor,5
78.26,Maile66,70
78.26,Jo-Jo_Eumerus,61
78.26,Oshwah,69
78.26,Samtar,52
78.26,Boson,53
78.26,Ad_Orientem,45
78.26,Schwede66,58
78.26,Primefac,35
78.26,Amortias,39
78.26,Anarchyte,55
78.26,GoldenRing,30
78.26,Ansh666,41
78.26,Megalibrarygirl,57
78.26,Joe_Roe,42
78.26,Muboshgu,41
78.26,Harrias_2,29
78.26,331dot,47
78.26,Cordless_Larry,41
78.26,Pbsouthwood,48
78.26,TheSandDoctor,45
78.26,Sro23,60
78.26,Sir_Sputnik,43
78.26,JJMC89,37
78.26,Evad37,43
78.26,HickoryOughtShirt.3F4,38
78.26,Galobtter,45
Kraxler,RockMagnetist,3
Kraxler,Tokyogirl79,4
Kraxler,Paulmcdonald,2
Kraxler,The_Interior,3
Kraxler,Cerebellum,2
Kraxler,Kevin_Gorman,4
Kraxler,Little_Mountain_5,4
Kraxler,Philg88,9
Kraxler,Jackmcbarn,6
Kraxler,Fenix_down,3
Kraxler,Jakec,5
Kraxler,Wbm1058,8
Arctic Kangaroo,Paulmcdonald,3
Arctic Kangaroo,Anna_Frodesiak,4
FreeRangeFrog,Tokyogirl79,38
FreeRangeFrog,Taylor Trescott,2
FreeRangeFrog,EuroCarGT,15
FreeRangeFrog,I am One of Many,26
FreeRangeFrog,Davey2010,26
FreeRangeFrog,Japanese Rail Fan,6
FreeRangeFrog,Epicgenius,25
FreeRangeFrog,Sam Sailor,1
FreeRangeFrog,Mike V,1
FreeRangeFrog,Randykitty,58
FreeRangeFrog,Northern Antarctica,1
FreeRangeFrog,GuyHimGuy,0
FreeRangeFrog,Blethering Scot,0
FreeRangeFrog,BrandonWu,2
FreeRangeFrog,Fremantle99,0
FreeRangeFrog,Matty.007,2
FreeRangeFrog,Andrew Davidson,7
FreeRangeFrog,Buffbills7701,3
FreeRangeFrog,Buffbills7701/Anti-Vandalism Hall Of Fame,3
FreeRangeFrog,Mrfrobinson,0
FreeRangeFrog,Sportsguy17,10
FreeRangeFrog,OccultZone,3
FreeRangeFrog,Jianhui67,27
FreeRangeFrog,JMHamo,2
FreeRangeFrog,Konveyor Belt,0
FreeRangeFrog,AmaryllisGardener,17
FreeRangeFrog,Donner60,26
FreeRangeFrog,NorthBySouthBaranof,3
FreeRangeFrog,NintendoFan,3
FreeRangeFrog,Aldnonymous,4
FreeRangeFrog,Philg88,61
FreeRangeFrog,Two kinds of pork,0
FreeRangeFrog,Mansoor Ijaz,0
FreeRangeFrog,NinjaRobotPirate,12
FreeRangeFrog,The Herald,7
FreeRangeFrog,Little_Mountain_5,54
FreeRangeFrog,MusikAnimal,51
FreeRangeFrog,Go_Phightins.21,62
FreeRangeFrog,StringTheory11,49
FreeRangeFrog,Jackmcbarn,46
FreeRangeFrog,I_JethroBT,55
FreeRangeFrog,Northamerica1000,45
FreeRangeFrog,Czar,44
FreeRangeFrog,Sarahj2107,38
FreeRangeFrog,Fenix_down,35
FreeRangeFrog,Ser_Amantio_di_Nicolao,40
FreeRangeFrog,Cyphoidbomb,30
FreeRangeFrog,Liz,53
FreeRangeFrog,Wbm1058,40
West.andrew.g,Rockfang,0
West.andrew.g,Jackson Peebles,0
West.andrew.g,The Devil's Advocate,0
West.andrew.g,Anir1uph,0
West.andrew.g,Clarkcj12,0
West.andrew.g,Cncmaster,0
West.andrew.g,FlyingPuppy2,0
The Devil's Advocate,Liz,0
Anir1uph,Anna_Frodesiak,1
Clarkcj12,Harrias_2,0
Cncmaster,RockMagnetist,4
Cncmaster,Tokyogirl79,3
Cncmaster,Nthep,0
Cncmaster,Paulmcdonald,3
Cncmaster,Anna_Frodesiak,4
Cncmaster,Cyphoidbomb,2
Cabe6403,Tokyogirl79,2
Cabe6403/Guest book,Tokyogirl79,2
I am One of Many,RockMagnetist,8
I am One of Many,Tokyogirl79,17
I am One of Many,Paulmcdonald,5
I am One of Many,Anna_Frodesiak,13
I am One of Many,Singularity42,8
I am One of Many,Trappist_the_monk,6
I am One of Many,Cerebellum,10
I am One of Many,Mentoz86,7
I am One of Many,Kevin_Gorman,11
I am One of Many,Little_Mountain_5,10
I am One of Many,Randykitty,31
I am One of Many,MusikAnimal,40
I am One of Many,Go_Phightins.21,15
I am One of Many,StringTheory11,15
I am One of Many,Philg88,38
I am One of Many,Jackmcbarn,19
I am One of Many,I_JethroBT,21
I am One of Many,Northamerica1000,23
I am One of Many,Samwalton9,26
I am One of Many,Czar,12
I am One of Many,Sarahj2107,12
I am One of Many,Fenix_down,12
I am One of Many,Jakec,14
I am One of Many,Ser_Amantio_di_Nicolao,13
I am One of Many,Cyphoidbomb,18
I am One of Many,Cyclonebiskit,14
I am One of Many,Liz,30
I am One of Many,Ian.thomson,13
I am One of Many,Yamaguchi.E5.85.88.E7.94.9F,8
I am One of Many,Biblioworm,24
I am One of Many,Vanjagenije,18
I am One of Many,BethNaught,30
I am One of Many,Peacemaker67,34
I am One of Many,Maile66,18
I am One of Many,Jo-Jo_Eumerus,20
I am One of Many,BU_Rob13,9
I am One of Many,Vanamonde93,34
I am One of Many,RickinBaltimore,35
I am One of Many,Samtar,13
I am One of Many,Boson,13
I am One of Many,Ivanvector,43
I am One of Many,Schwede66,23
I am One of Many,Primefac,10
I am One of Many,Dodger67,15
I am One of Many,Anarchyte,19
I am One of Many,GoldenRing,10
I am One of Many,Ansh666,15
I am One of Many,Megalibrarygirl,18
I am One of Many,Joe_Roe,11
I am One of Many,Muboshgu,12
I am One of Many,Cordless_Larry,9
I am One of Many,Pbsouthwood,17
I am One of Many,L235,28
I am One of Many,Sir_Sputnik,14
I am One of Many,Evad37,13
I am One of Many,Galobtter,16
Bgwhite (page does not exist),Tokyogirl79,0
Bgwhite (page does not exist),Paulmcdonald,1
Bgwhite (page does not exist),Jackmcbarn,2
RockMagnetist,RockMagnetist,103
RockMagnetist,NintendoFan,3
RockMagnetist,Dainomite/t,2
RockMagnetist,Razionale,3
RockMagnetist,Chris.urs-o,2
RockMagnetist,Hhhippo,0
RockMagnetist,Tokyogirl79,69
RockMagnetist,Paulmcdonald,40
RockMagnetist,Randykitty,24
NintendoFan,Tokyogirl79,5
NintendoFan,Paulmcdonald,2
Dainomite/t,Paulmcdonald,3
Dainomite/t,Anna_Frodesiak,2
Dainomite/t,Trappist_the_monk,1
Razionale,Paulmcdonald,2
Chris.urs-o,Tokyogirl79,2
Tokyogirl79,Bonkers The Clown,1
Tokyogirl79,Tokyogirl79,155
Tokyogirl79,Lukeno94 (page does not exist),0
Tokyogirl79,TCN7JM,4
Tokyogirl79,Gareth Griffith-Jones,0
Tokyogirl79,Sergecross73,0
Tokyogirl79,Knowledgekid87,4
Tokyogirl79,Satellizer,0
Tokyogirl79,TheOverflow,2
Tokyogirl79,Northamerica1000,38
Tokyogirl79,Alf.laylah.wa.laylah,0
Tokyogirl79,TempName1 (page does not exist),1
Tokyogirl79,XapApp (page does not exist),0
Tokyogirl79,Vanjagenije,30
Tokyogirl79,BethNaught,42
Tokyogirl79,Maile66,33
Tokyogirl79,Jo-Jo_Eumerus,28
Tokyogirl79,RickinBaltimore,37
Tokyogirl79,Schwede66,31
Tokyogirl79,K6ka,37
Tokyogirl79,Mz7,29
Tokyogirl79,Megalibrarygirl,37
Bonkers The Clown,Nthep,0
Lukeno94 (page does not exist),Anna_Frodesiak,0
Lukeno94 (page does not exist),I_JethroBT,1
Lukeno94 (page does not exist),Sarahj2107,1
TCN7JM,Paulmcdonald,2
TCN7JM,Anna_Frodesiak,7
TCN7JM,Singularity42,5
TCN7JM,The_Interior,2
TCN7JM,Trappist_the_monk,3
TCN7JM,Cerebellum,3
TCN7JM,Little_Mountain_5,2
TCN7JM,Go_Phightins.21,5
TCN7JM,StringTheory11,2
TCN7JM,Fenix_down,2
Sergecross73,MusikAnimal,4
Sergecross73,Samwalton9,2
Sergecross73,Czar,2
Sergecross73,Oshwah,2
Sergecross73,Anarchyte,1
Sergecross73,L235,2
Knowledgekid87,Fenix_down,2
Knowledgekid87,Jakec,2
Knowledgekid87,Ian.thomson,3
Knowledgekid87,BethNaught,6
Knowledgekid87,Peacemaker67,4
Knowledgekid87,RickinBaltimore,6
TheOverflow,Jackmcbarn,0
TheOverflow,BethNaught,3
TheOverflow,Maile66,2
Northamerica1000,Anna_Frodesiak,39
Northamerica1000,Go_Phightins.21,41
Northamerica1000,I_JethroBT,68
Northamerica1000,Ad Orientem,13
Northamerica1000,NG39 (page does not exist),1
Northamerica1000,Lixxx235,4
Northamerica1000,Lixxx235/siginfo,3
Northamerica1000,AmaryllisGardener,10
Northamerica1000,Davey2010,20
Northamerica1000,Spirit of Eagle,4
Northamerica1000,OccultZone,2
Northamerica1000,Antrocent,5
Northamerica1000,NinjaRobotPirate,9
Northamerica1000,Rhododendrites,7
Northamerica1000,Jakec,30
Northamerica1000,Stemoc,1
Northamerica1000,Elaqueate,0
Northamerica1000,Epicgenius,21
Northamerica1000,Noteswork,1
Northamerica1000,St170e,4
Northamerica1000,FireflySixtySeven,0
Northamerica1000,Ottawahitech,0
Northamerica1000,Lesser Cartographies,4
Northamerica1000,Eurodyne,5
Northamerica1000,Northamerica1000,134
Northamerica1000,Neil P. Quinn,0
Northamerica1000,Anne Delong,4
Northamerica1000,OrangesRyellow,2
Northamerica1000,Mojo Hand,1
Northamerica1000,Codename Lisa (page does not exist),1
Northamerica1000,FF2010,0
Northamerica1000,Ivanvector,28
Northamerica1000,Frosty,4
Northamerica1000,Donner60,20
Northamerica1000,Taketa,2
Northamerica1000,The Herald,3
Northamerica1000,Ihardlythinkso,1
Northamerica1000,I JethroBT,4
Northamerica1000,John Cline,7
Northamerica1000,Fortuna Imperatrix Mundi,5
Northamerica1000,Andrew Davidson,8
Northamerica1000,Mellowed Fillmore,5
Northamerica1000,Wbm1058,32
Northamerica1000,Thomas.W,0
Northamerica1000,Fauzan,3
Northamerica1000,Jianhui67,21
Northamerica1000,Sarahj2107,41
Northamerica1000,Ser_Amantio_di_Nicolao,36
Northamerica1000,Cyphoidbomb,30
Northamerica1000,Anarchyte,27
Northamerica1000,Ansh666,24
Northamerica1000,Megalibrarygirl,35
Northamerica1000,Galobtter,25
Alf.laylah.wa.laylah,Kevin_Gorman,0
Alf.laylah.wa.laylah,MusikAnimal,0
Tolly4bolly,Nthep,0
Tolly4bolly,Paulmcdonald,2
Tolly4bolly,Anna_Frodesiak,5
Tolly4bolly,The_Interior,1
Tolly4bolly,Cerebellum,1
Tolly4bolly,331dot,4
Tolly4bolly,L235,6
Tolly4bolly,HickoryOughtShirt.3F4,3
Nthep,Nthep,78
Nthep,Ushau97,0
Nthep,KumiokoCleanStart,0
Nthep,Seonookim,0
Nthep,Lowkeyvision,0
KumiokoCleanStart,Paulmcdonald,2
KumiokoCleanStart,Anna_Frodesiak,3
KumiokoCleanStart,Singularity42,2
KumiokoCleanStart,The_Interior,1
Seonookim,Trappist_the_monk,0
069952497a,Paulmcdonald,2
069952497a,Anna_Frodesiak,5
069952497a,Singularity42,4
069952497a,The_Interior,2
069952497a,Cerebellum,0
TheOriginalSoni,Anna_Frodesiak,3
TheOriginalSoni,Trappist_the_monk,1
Paulmcdonald,Paulmcdonald,95
Paulmcdonald,WorldTraveller101,2
Paulmcdonald,Darkstar1st,0
Paulmcdonald,Faizan Al-Badri,2
Paulmcdonald,MugsWrit,0
Paulmcdonald,Snow Blizzard,1
Paulmcdonald,Ansh666,11
Paulmcdonald,Megalibrarygirl,21
Cameron11598,Oshwah,7
Cameron11598,RickinBaltimore,14
Cameron11598,Samtar,6
Cameron11598,K6ka,11
Cameron11598,Primefac,1
Cameron11598,Dodger67,9
Cameron11598,Amortias,6
Cameron11598,Anarchyte,10
Cameron11598,Ansh666,4
Cameron11598,Megalibrarygirl,7
Cameron11598,Joe_Roe,4
Cameron11598,Pbsouthwood,6
Cameron11598,JJMC89,4
Cameron11598,Galobtter,6
PinkAmpersand,Singularity42,1
PinkAmpersand/Pink,Singularity42,1
ADH10,Anna_Frodesiak,1
ADH10/T,Anna_Frodesiak,1
Scott Martin,Trappist_the_monk,0
Scott Martin,Kevin_Gorman,1
Solomon7968,Anna_Frodesiak,1
Solomon7968,Kevin_Gorman,2
Solomon7968,Randykitty,2
Faizan,MusikAnimal,6
Faizan,Go_Phightins.21,1
Faizan,Samwalton9,2
Faizan,Czar,2
Faizan,Ser_Amantio_di_Nicolao,1
Faizan,Cyphoidbomb,2
Hughesdarren,Schwede66,2
Hughesdarren,Cordless_Larry,1
Hughesdarren,Evad37,1
Hughesdarren,HickoryOughtShirt.3F4,0
Theonesean,The_Interior,1
NorthBySouthBaranof,Liz,5
NorthBySouthBaranof,BethNaught,3
NorthBySouthBaranof,Boson,2
NorthBySouthBaranof,Ad_Orientem,2
NorthBySouthBaranof,Ivanvector,9
NorthBySouthBaranof,Megalibrarygirl,2
NorthBySouthBaranof,Muboshgu,3
NorthBySouthBaranof,Galobtter,3
Technical 13,Anna_Frodesiak,2
Technical 13,The_Interior,1
Technical 13,Trappist_the_monk,0
Technical 13,I_JethroBT,0
Technical 13,Fenix_down,0
Yash! (page does not exist),Ser_Amantio_di_Nicolao,4
Yash! (page does not exist),Cyphoidbomb,8
Yash! (page does not exist),Cyclonebiskit,7
Yash! (page does not exist),Liz,12
Yash! (page does not exist),Yamaguchi.E5.85.88.E7.94.9F,4
Yash! (page does not exist),Biblioworm,11
Yash! (page does not exist),Vanjagenije,8
Yash! (page does not exist),BethNaught,9
Yash! (page does not exist),Jo-Jo_Eumerus,6
Yash! (page does not exist),BU_Rob13,2
Yash! (page does not exist),Samtar,5
Yash! (page does not exist),Ivanvector,14
Yash! (page does not exist),K6ka,15
Yash! (page does not exist),Primefac,3
Thibbs,Liz,0
Thibbs,Megalibrarygirl,0
Struway2,Megalibrarygirl,0
JMHamo,Ser_Amantio_di_Nicolao,3
JMHamo,Yamaguchi.E5.85.88.E7.94.9F,1
JMHamo,Vanjagenije,3
JMHamo,BethNaught,3
JMHamo,Pbsouthwood,5
JMHamo,Sro23,5
JMHamo,L235,7
JMHamo,Sir_Sputnik,4
JMHamo,Evad37,2
Buffbills7701,Anna_Frodesiak,6
Buffbills7701,Singularity42,4
Buffbills7701,The_Interior,2
Buffbills7701,Cerebellum,4
Buffbills7701,Mentoz86,5
Buffbills7701,Kevin_Gorman,5
Buffbills7701,Little_Mountain_5,4
Buffbills7701,Randykitty,10
Donner60,Anna_Frodesiak,11
Donner60,Singularity42,8
Donner60,Trappist_the_monk,4
Donner60,Cerebellum,9
Donner60,Mentoz86,6
Donner60,Kevin_Gorman,9
Donner60,Little_Mountain_5,11
Donner60,Randykitty,29
Donner60,MusikAnimal,45
Donner60,Go_Phightins.21,16
Donner60,StringTheory11,15
Donner60,Philg88,40
Donner60,Jackmcbarn,18
Donner60,I_JethroBT,20
Donner60,Samwalton9,28
Donner60,Sarahj2107,12
Donner60,Fenix_down,11
Donner60,Jakec,15
Donner60,Ser_Amantio_di_Nicolao,15
Donner60,Cyphoidbomb,22
Donner60,Cyclonebiskit,16
Donner60,Liz,31
Donner60,Wbm1058,31
Donner60,Ian.thomson,14
Donner60,Yamaguchi.E5.85.88.E7.94.9F,10
Donner60,Biblioworm,27
Donner60,Vanjagenije,20
Donner60,BethNaught,30
Donner60,Peacemaker67,39
Donner60,Maile66,20
Donner60,Jo-Jo_Eumerus,19
Donner60,BU_Rob13,12
Donner60,Oshwah,24
Donner60,Vanamonde93,39
Donner60,Rehman,8
Donner60,RickinBaltimore,37
Donner60,Samtar,15
Donner60,Boson,14
Donner60,Ad_Orientem,12
Donner60,Ivanvector,48
Donner60,Schwede66,22
Donner60,K6ka,47
Donner60,Mz7,24
Donner60,Primefac,9
Donner60,Dodger67,14
Donner60,Anarchyte,22
Donner60,Ansh666,15
Donner60,Joe_Roe,10
Donner60,Muboshgu,16
Donner60,Harrias_2,10
Donner60,331dot,22
Donner60,Cordless_Larry,13
Donner60,Pbsouthwood,21
Donner60,TheSandDoctor,21
Donner60,Sro23,29
Donner60,L235,36
Donner60,Sir_Sputnik,13
Donner60,JJMC89,13
Donner60,Evad37,15
Donner60,HickoryOughtShirt.3F4,13
Numbermaniac,Anna_Frodesiak,0
Numbermaniac,Singularity42,0
Numbermaniac/edit count (page does not exist),Anna_Frodesiak,0
Numbermaniac/edit count (page does not exist),Singularity42,0
Lear.27s_Fool,Pseudo-Richard,0
Lear.27s_Fool,Lear's Fool/Articles,0
Anna_Frodesiak,John Cline,7
Anna_Frodesiak,MZMcBride/8-ball,0
Anna_Frodesiak,512bits,0
Anna_Frodesiak,MezzoMezzo,0
Anna_Frodesiak,A.amitkumar,0
Anna_Frodesiak,Jguy,1
Anna_Frodesiak,Charmlet,0
Anna_Frodesiak,Thane,4
Anna_Frodesiak,Think for Yourselves,0
Anna_Frodesiak,Northamerica1000/Article collaboration,0
Anna_Frodesiak,Gaming&Computing (page does not exist),0
Anna_Frodesiak,Miss Bono,0
Anna_Frodesiak,WikiDan61,0
Anna_Frodesiak,Greengreengreenred,0
Anna_Frodesiak,Irondome,4
Anna_Frodesiak,Eric Corbett,2
Anna_Frodesiak,And Adoil Descended,3
Anna_Frodesiak,PBASH607,1
Anna_Frodesiak,Ihardlythinkso,2
Anna_Frodesiak,Beansy (page does not exist),0
Anna_Frodesiak,MarshalN20,1
Anna_Frodesiak,Jayadevp13,2
Anna_Frodesiak,Hillbillyholiday81,0
Anna_Frodesiak,Epicgenius,9
Anna_Frodesiak,Glane23,1
Anna_Frodesiak,Badger2424,0
Anna_Frodesiak,OrangesRyellow,2
Anna_Frodesiak,Bkerensa,0
Anna_Frodesiak,Gandydancer,0
Anna_Frodesiak,Tiyang,2
John Cline,The_Interior,5
John Cline,MusikAnimal,12
John Cline,Go_Phightins.21,8
John Cline,Philg88,13
John Cline,Samwalton9,12
John Cline,Czar,6
John Cline,Sarahj2107,6
John Cline,Liz,7
John Cline,Oshwah,3
John Cline,Schwede66,9
John Cline,K6ka,15
John Cline,Primefac,2
John Cline,Dodger67,5
John Cline,Anarchyte,7
John Cline,GoldenRing,4
John Cline,Muboshgu,6
John Cline,Harrias_2,6
A.amitkumar,The_Interior,0
Thane,The_Interior,2
Thane,Cerebellum,2
Greengreengreenred,Sarahj2107,0
Irondome,Randykitty,6
Irondome,MusikAnimal,11
Irondome,Go_Phightins.21,7
Irondome,Cyclonebiskit,3
Irondome,BethNaught,10
Irondome,Jo-Jo_Eumerus,10
Irondome,RickinBaltimore,12
Irondome,Schwede66,10
Irondome,K6ka,16
Irondome,GoldenRing,4
Irondome,Ansh666,3
Irondome,Megalibrarygirl,6
Eric Corbett,Samtar,1
And Adoil Descended,Singularity42,2
And Adoil Descended,Cerebellum,1
And Adoil Descended,Little_Mountain_5,1
And Adoil Descended,Ser_Amantio_di_Nicolao,1
And Adoil Descended,Oshwah,4
And Adoil Descended,Rehman,1
And Adoil Descended,RickinBaltimore,6
And Adoil Descended,Samtar,2
And Adoil Descended,Amortias,4
Ihardlythinkso,Liz,1
Ihardlythinkso,Peacemaker67,2
Ihardlythinkso,Oshwah,0
Ihardlythinkso,Schwede66,2
MarshalN20,Amortias,1
MarshalN20,Sro23,1
Hillbillyholiday81,The_Interior,0
Epicgenius,Cerebellum,8
Epicgenius,Kevin_Gorman,9
Epicgenius,Little_Mountain_5,9
Epicgenius,Randykitty,28
Epicgenius,MusikAnimal,39
Epicgenius,Go_Phightins.21,14
Epicgenius,StringTheory11,15
Epicgenius,Jackmcbarn,17
Epicgenius,I_JethroBT,18
Epicgenius,Samwalton9,24
Epicgenius,Czar,11
Epicgenius,Sarahj2107,11
Epicgenius,Fenix_down,10
Epicgenius,Jakec,13
Epicgenius,Ser_Amantio_di_Nicolao,14
Epicgenius,Cyphoidbomb,17
Epicgenius,Cyclonebiskit,15
Epicgenius,Liz,27
Epicgenius,Wbm1058,27
Epicgenius,Ian.thomson,12
Epicgenius,Yamaguchi.E5.85.88.E7.94.9F,8
Epicgenius,Biblioworm,26
Epicgenius,Vanjagenije,16
Epicgenius,BethNaught,26
Epicgenius,Peacemaker67,28
Epicgenius,Maile66,16
Epicgenius,Jo-Jo_Eumerus,18
Epicgenius,BU_Rob13,10
Epicgenius,Vanamonde93,29
Epicgenius,RickinBaltimore,26
Epicgenius,Ivanvector,35
Epicgenius,Schwede66,21
Epicgenius,K6ka,39
Epicgenius,Mz7,21
Epicgenius,Anarchyte,19
Epicgenius,Ansh666,14
Epicgenius,Megalibrarygirl,17
Epicgenius,Harrias_2,9
Epicgenius,Cordless_Larry,10
Epicgenius,Pbsouthwood,17
Epicgenius,TheSandDoctor,16
Epicgenius,Evad37,13
Glane23,GoldenRing,0
Glane23,Cordless_Larry,0
OrangesRyellow,Jackmcbarn,2
OrangesRyellow,I_JethroBT,4
OrangesRyellow,Samwalton9,3
OrangesRyellow,Fenix_down,1
Gandydancer,Galobtter,0
Tiyang,Singularity42,0
Tiyang,The_Interior,1
Tiyang,Trappist_the_monk,1
Cyfraw,Singularity42,1
Cyfraw,The_Interior,1
Cyfraw,Trappist_the_monk,1
Cyfraw,Little_Mountain_5,1
Cyfraw,Randykitty,2
Prabash.A,Philg88,1
Matticusmadness,RickinBaltimore,0
Sunshineisles2,The_Interior,1
Jamesx12345,Trappist_the_monk,1
Jamesx12345,Cerebellum,3
Jamesx12345,Mentoz86,4
Jamesx12345,Little_Mountain_5,2
Jamesx12345,Randykitty,8
Jamesx12345,MusikAnimal,5
Jamesx12345,Go_Phightins.21,5
Lsmll,Trappist_the_monk,1
Buffbills7701/Anti-Vandalism Hall Of Fame,Singularity42,4
Buffbills7701/Anti-Vandalism Hall Of Fame,The_Interior,2
Buffbills7701/Anti-Vandalism Hall Of Fame,Cerebellum,4
Buffbills7701/Anti-Vandalism Hall Of Fame,Mentoz86,5
Buffbills7701/Anti-Vandalism Hall Of Fame,Kevin_Gorman,5
Buffbills7701/Anti-Vandalism Hall Of Fame,Little_Mountain_5,3
Buffbills7701/Anti-Vandalism Hall Of Fame,Randykitty,10
Matty.007,MusikAnimal,3
Matty.007,Go_Phightins.21,3
APerson,Wbm1058,6
APerson,Yamaguchi.E5.85.88.E7.94.9F,3
APerson,BethNaught,6
APerson,BU_Rob13,3
APerson,Oshwah,5
APerson,Vanamonde93,6
Jianhui67,Singularity42,8
Jianhui67,The_Interior,5
Jianhui67,Trappist_the_monk,4
Jianhui67,Cerebellum,9
Jianhui67,Mentoz86,6
Jianhui67,Kevin_Gorman,9
Jianhui67,Little_Mountain_5,10
Jianhui67,Randykitty,29
Jianhui67,MusikAnimal,46
Jianhui67,Go_Phightins.21,15
Jianhui67,StringTheory11,16
Jianhui67,Philg88,41
Jianhui67,Jackmcbarn,18
Jianhui67,I_JethroBT,20
Jianhui67,Samwalton9,31
Jianhui67,Czar,12
Jianhui67,Sarahj2107,12
Jianhui67,Fenix_down,11
Jianhui67,Jakec,15
Jianhui67,Ser_Amantio_di_Nicolao,15
Jianhui67,Cyphoidbomb,21
Jianhui67,Cyclonebiskit,16
Jianhui67,Liz,29
Jianhui67,Wbm1058,30
Jianhui67,Ian.thomson,14
Jianhui67,Yamaguchi.E5.85.88.E7.94.9F,10
Jianhui67,Biblioworm,28
Jianhui67,Vanjagenije,19
Jianhui67,BethNaught,30
Jianhui67,Peacemaker67,37
Jianhui67,Maile66,20
Jianhui67,Jo-Jo_Eumerus,19
Jianhui67,BU_Rob13,11
Jianhui67,Oshwah,21
Jianhui67,Vanamonde93,38
Jianhui67,Rehman,7
Jianhui67,RickinBaltimore,36
Jianhui67,Samtar,16
Jianhui67,Boson,15
Jianhui67,Ad_Orientem,13
Jianhui67,Ivanvector,44
Jianhui67,Schwede66,18
Jianhui67,K6ka,48
Jianhui67,Mz7,23
Jianhui67,Primefac,9
Jianhui67,Dodger67,15
Jianhui67,Amortias,15
Jianhui67,Anarchyte,21
Jianhui67,Ansh666,15
Jianhui67,Megalibrarygirl,19
Jianhui67,Muboshgu,16
Jianhui67,Harrias_2,10
Jianhui67,TheSandDoctor,19
Jianhui67,Sro23,26
Jianhui67,L235,34
Jianhui67,Linguist111_.28testing.29,0
Jianhui67,HickoryOughtShirt.3F4,13
StevenD99,Singularity42,1
StevenD99,The_Interior,1
StevenD99,Trappist_the_monk,0
StevenD99,Cerebellum,0
StevenD99,Go_Phightins.21,1
StevenD99,Philg88,5
StevenD99,I_JethroBT,2
StevenD99,Samwalton9,3
StevenD99,Czar,2
Hchc2009,Trappist_the_monk,0
Hchc2009,Peacemaker67,6
Hchc2009,Boson,2
Hchc2009,Megalibrarygirl,2
Hchc2009,Muboshgu,1
Hchc2009,Pbsouthwood,1
Alex Shih,The_Interior,1
Alex Shih,Ansh666,3
Alex Shih,Megalibrarygirl,2
Alex Shih,Joe_Roe,2
Alex Shih,Muboshgu,5
Alex Shih,331dot,7
Alex Shih,Cordless_Larry,4
Alex Shih,Pbsouthwood,7
Alex Shih,Sro23,8
Alex Shih,L235,8
Alex Shih,JJMC89,6
Alex Shih,Galobtter,8
Anotherclown,Cyphoidbomb,1
Anotherclown,Cyclonebiskit,2
Anotherclown,Ian.thomson,1
Anotherclown,Vanjagenije,2
Anotherclown,Peacemaker67,2
Singularity42,I JethroBT,1
Singularity42,Deadbeef,1
Singularity42,Michael.davies1,0
Singularity42,Shakeheitor,0
Singularity42,Writegeist,0
Singularity42,EuroCarGT,5
Singularity42,Davey2010,8
Singularity42,Xrt6L,0
I JethroBT,Go_Phightins.21,3
I JethroBT,Sarahj2107,2
I JethroBT,BethNaught,3
Deadbeef,The_Interior,0
EuroCarGT,The_Interior,2
EuroCarGT,Kevin_Gorman,4
EuroCarGT,Little_Mountain_5,5
EuroCarGT,Randykitty,16
EuroCarGT,MusikAnimal,16
EuroCarGT,Go_Phightins.21,6
EuroCarGT,StringTheory11,9
EuroCarGT,Philg88,16
EuroCarGT,Jackmcbarn,9
EuroCarGT,I_JethroBT,9
